codigo_usuario;Celular;genero;idade;cidade;estado
57576;48328292223;M;57;Monte do Carmo;TO
58775;49540157581;F;66;Monte do Carmo;TO
63259;53920782702;M;56;Monte do Carmo;TO
71703;62476197036;M;74;Monte do Carmo;TO
75606;66327777920;F;15;Monte do Carmo;TO
77546;68187500487;M;46;Monte do Carmo;TO
80276;71412677702;M;68;Monte do Carmo;TO
81192;71826614249;F;48;Monte do Carmo;TO
90240;81395317380;M;67;Monte do Carmo;TO
90874;81673645339;M;41;Monte do Carmo;TO
92281;82718867938;M;29;Monte do Carmo;TO
101396;91840536347;M;56;Monte do Carmo;TO
107080;97262266268;F;46;Monte do Carmo;TO
108120;98274257984;F;32;Monte do Carmo;TO
18177;14652823721;M;21;Novo Acordo;TO
28961;19961848645;M;20;Novo Acordo;TO
30511;21772504939;M;76;Novo Acordo;TO
35635;26626098333;M;35;Novo Acordo;TO
59473;51192360197;M;42;Novo Acordo;TO
60901;51819654239;M;55;Novo Acordo;TO
75457;66201001949;F;36;Novo Acordo;TO
86730;77240140725;F;52;Novo Acordo;TO
90667;81577924960;F;25;Novo Acordo;TO
92801;83276517081;F;41;Novo Acordo;TO
94154;84533145916;M;62;Novo Acordo;TO
94191;84568141514;F;49;Novo Acordo;TO
101345;91814597806;M;36;Novo Acordo;TO
101667;91960005737;F;55;Novo Acordo;TO
15905;13502006749;M;41;Pau D'Arco;TO
22976;16980232009;F;42;Pau D'Arco;TO
35907;26856446667;F;41;Pau D'Arco;TO
36856;27799719191;F;54;Pau D'Arco;TO
45394;36299283816;M;57;Pau D'Arco;TO
46802;37608604116;M;27;Pau D'Arco;TO
48969;39715330634;M;57;Pau D'Arco;TO
55330;46126683861;F;61;Pau D'Arco;TO
64597;55284041237;M;27;Pau D'Arco;TO
76478;67151918616;F;44;Pau D'Arco;TO
82836;73349143511;F;66;Pau D'Arco;TO
85435;75862650895;F;19;Pau D'Arco;TO
88814;79316162621;M;41;Pau D'Arco;TO
94264;84628916620;F;28;Pau D'Arco;TO
96910;87245250664;F;57;Pau D'Arco;TO
97714;87943030487;M;54;Pau D'Arco;TO
104800;94923492973;M;79;Pau D'Arco;TO
107863;97949906721;M;51;Pau D'Arco;TO
108564;98653639429;M;71;Pau D'Arco;TO
109104;99224143001;F;75;Pau D'Arco;TO
10989;11386244305;F;44;Ponte Alta do Bom Jesus;TO
37166;28179253811;M;79;Ponte Alta do Bom Jesus;TO
41795;32691608995;M;19;Ponte Alta do Bom Jesus;TO
42048;32917689424;M;19;Ponte Alta do Bom Jesus;TO
44453;35375171848;F;37;Ponte Alta do Bom Jesus;TO
52672;43394442981;F;36;Ponte Alta do Bom Jesus;TO
67139;57755526998;M;30;Ponte Alta do Bom Jesus;TO
77811;68402483430;F;56;Ponte Alta do Bom Jesus;TO
78755;69312833917;M;77;Ponte Alta do Bom Jesus;TO
79460;69946868859;F;48;Ponte Alta do Bom Jesus;TO
80217;71387485678;F;52;Ponte Alta do Bom Jesus;TO
87547;77951607579;M;43;Ponte Alta do Bom Jesus;TO
95561;85833760364;M;60;Ponte Alta do Bom Jesus;TO
11870;11664487328;F;68;Riachinho;TO
23186;17178364600;M;65;Riachinho;TO
28882;19928549995;F;32;Riachinho;TO
30791;21899155765;M;44;Riachinho;TO
47152;37902160377;M;50;Riachinho;TO
52781;43508283166;F;37;Riachinho;TO
54903;45640107875;M;21;Riachinho;TO
56314;46973694555;M;19;Riachinho;TO
59442;51180249598;F;19;Riachinho;TO
59663;51284029846;F;24;Riachinho;TO
61715;52490187573;M;29;Riachinho;TO
62519;53285951217;M;58;Riachinho;TO
66775;57437439127;M;78;Riachinho;TO
66777;57439088689;F;29;Riachinho;TO
78391;68922993063;M;15;Riachinho;TO
82279;72728573834;F;62;Riachinho;TO
85134;75600610289;M;23;Riachinho;TO
92053;82497961757;M;26;Riachinho;TO
20157;15601592785;M;68;Santa Rita do Tocantins;TO
22884;16945981018;M;23;Santa Rita do Tocantins;TO
28700;19844864758;F;30;Santa Rita do Tocantins;TO
39163;31118223838;M;67;Santa Rita do Tocantins;TO
45395;36299409878;F;23;Santa Rita do Tocantins;TO
63374;54117716531;M;23;Santa Rita do Tocantins;TO
67941;58598259943;M;66;Santa Rita do Tocantins;TO
70305;61564929174;F;27;Santa Rita do Tocantins;TO
74266;64927841669;M;79;Santa Rita do Tocantins;TO
74705;65399973962;M;57;Santa Rita do Tocantins;TO
78349;68880038405;F;30;Santa Rita do Tocantins;TO
80676;71602427175;M;51;Santa Rita do Tocantins;TO
82508;72939906557;M;31;Santa Rita do Tocantins;TO
83531;73965366132;M;74;Santa Rita do Tocantins;TO
89653;81142340478;F;47;Santa Rita do Tocantins;TO
93834;84252810078;F;31;Santa Rita do Tocantins;TO
93845;84266823166;M;73;Santa Rita do Tocantins;TO
97982;88273012448;M;52;Santa Rita do Tocantins;TO
102252;92540675058;F;41;Santa Rita do Tocantins;TO
23576;17354729747;M;44;São Sebastião do Tocantins;TO
26114;18606324787;F;23;São Sebastião do Tocantins;TO
26531;18799843536;M;56;São Sebastião do Tocantins;TO
30797;21902685478;F;36;São Sebastião do Tocantins;TO
41604;32511814204;F;62;São Sebastião do Tocantins;TO
46227;37127536263;M;65;São Sebastião do Tocantins;TO
47711;38488089192;F;67;São Sebastião do Tocantins;TO
63856;54523374917;F;18;São Sebastião do Tocantins;TO
68322;58949855326;F;56;São Sebastião do Tocantins;TO
72639;63389223299;F;34;São Sebastião do Tocantins;TO
77624;68249022417;M;59;São Sebastião do Tocantins;TO
80224;71391842772;F;25;São Sebastião do Tocantins;TO
84465;74869906933;M;71;São Sebastião do Tocantins;TO
85996;76444787361;M;38;São Sebastião do Tocantins;TO
88807;79306175371;F;76;São Sebastião do Tocantins;TO
89971;81278344295;M;37;São Sebastião do Tocantins;TO
100215;91328913234;M;79;São Sebastião do Tocantins;TO
22010;16543671567;F;64;Palmas;TO
23346;17242015719;F;64;Palmas;TO
24102;17592167314;M;35;Palmas;TO
37918;28818953833;M;44;Palmas;TO
57942;48678618318;F;18;Palmas;TO
58252;48952777852;F;54;Palmas;TO
58764;49530934963;M;76;Palmas;TO
59295;51118467511;M;20;Palmas;TO
63400;54138357832;F;39;Palmas;TO
64839;55492840181;F;31;Palmas;TO
75983;66627703746;F;19;Palmas;TO
84004;74492366645;M;80;Palmas;TO
86723;77224540355;M;22;Palmas;TO
87442;77855573096;F;59;Palmas;TO
91752;82229813025;M;31;Palmas;TO
99210;89503290982;F;47;Palmas;TO
104536;94676663742;F;31;Palmas;TO
107706;97816362389;M;22;Palmas;TO
20543;15781121337;M;19;Afonso Cunha;MA
34389;25434880825;F;26;Afonso Cunha;MA
57725;48465725706;F;22;Afonso Cunha;MA
60819;51786578559;M;36;Afonso Cunha;MA
62287;52976945949;F;74;Afonso Cunha;MA
77243;67827119789;M;46;Afonso Cunha;MA
82295;72744700284;M;28;Afonso Cunha;MA
86866;77355509345;F;70;Afonso Cunha;MA
88478;78887766828;M;75;Afonso Cunha;MA
94251;84616537418;F;74;Afonso Cunha;MA
107358;97513168333;F;64;Afonso Cunha;MA
109596;99672183324;F;15;Afonso Cunha;MA
10141;11149778416;F;54;Amapá do Maranhão;MA
22052;16568069024;M;41;Amapá do Maranhão;MA
25003;18116115882;M;72;Amapá do Maranhão;MA
44709;35596801974;F;40;Amapá do Maranhão;MA
48089;38819828167;F;22;Amapá do Maranhão;MA
52879;43596036235;M;22;Amapá do Maranhão;MA
68166;58803420658;F;73;Amapá do Maranhão;MA
68218;58848827407;M;77;Amapá do Maranhão;MA
70699;61722562808;F;80;Amapá do Maranhão;MA
70777;61755108340;M;64;Amapá do Maranhão;MA
83687;74217521569;M;69;Amapá do Maranhão;MA
85349;75799289715;M;16;Amapá do Maranhão;MA
87702;78198630101;F;47;Amapá do Maranhão;MA
97411;87689261532;M;28;Amapá do Maranhão;MA
100464;91438362380;F;39;Amapá do Maranhão;MA
101116;91711917320;F;42;Amapá do Maranhão;MA
104056;94238299168;M;42;Amapá do Maranhão;MA
106896;96973625814;F;70;Amapá do Maranhão;MA
19522;15340366909;F;27;Arari;MA
22669;16858907111;F;76;Arari;MA
31632;22627423187;M;73;Arari;MA
40913;31872509773;F;39;Arari;MA
46413;37291821049;F;25;Arari;MA
47608;38416978575;M;57;Arari;MA
48512;39288837567;M;61;Arari;MA
51204;41948574615;M;62;Arari;MA
51276;41982512869;F;35;Arari;MA
66287;56908573457;M;49;Arari;MA
78072;68627692489;M;40;Arari;MA
78289;68821815732;F;42;Arari;MA
82595;73129977309;M;23;Arari;MA
87189;77646425523;M;25;Arari;MA
91084;81767926825;M;78;Arari;MA
95532;85804097437;F;45;Arari;MA
97519;87791199634;F;68;Arari;MA
99315;89607921873;M;28;Arari;MA
107613;97740528170;M;20;Arari;MA
11279;11485264610;M;15;Barra do Corda;MA
21336;16250251111;M;16;Barra do Corda;MA
25682;18412421852;F;26;Barra do Corda;MA
25926;18520112686;F;50;Barra do Corda;MA
49165;39893670133;F;70;Barra do Corda;MA
54201;44897992146;F;79;Barra do Corda;MA
57527;48287676730;M;32;Barra do Corda;MA
62492;53268863518;M;46;Barra do Corda;MA
91844;82305054024;M;68;Barra do Corda;MA
93701;84141449883;M;70;Barra do Corda;MA
93974;84390595251;M;39;Barra do Corda;MA
99440;89727957102;F;27;Barra do Corda;MA
100426;91422376151;F;31;Barra do Corda;MA
10774;11323863918;F;67;Bom Jardim;MA
15452;13310738418;F;64;Bom Jardim;MA
16090;13591124464;F;48;Bom Jardim;MA
18876;14957471919;F;71;Bom Jardim;MA
21471;16318840575;F;33;Bom Jardim;MA
29825;21466599404;F;46;Bom Jardim;MA
31217;22271692421;F;20;Bom Jardim;MA
43330;34295323683;M;31;Bom Jardim;MA
53425;44213014986;F;67;Bom Jardim;MA
56468;47219585175;M;23;Bom Jardim;MA
58023;48750180965;F;40;Bom Jardim;MA
61235;51962266672;F;73;Bom Jardim;MA
61430;52219428929;F;41;Bom Jardim;MA
63382;54126037842;F;55;Bom Jardim;MA
72598;63356596740;F;53;Bom Jardim;MA
73803;64523438414;F;78;Bom Jardim;MA
73988;64703799634;M;20;Bom Jardim;MA
76317;66901973024;F;64;Bom Jardim;MA
77805;68401283665;F;23;Bom Jardim;MA
79920;71266635348;M;55;Bom Jardim;MA
81101;71785824237;M;69;Bom Jardim;MA
83905;74402531733;M;60;Bom Jardim;MA
89478;79898829197;M;16;Bom Jardim;MA
107766;97870647191;M;56;Bom Jardim;MA
23042;17115642197;F;32;Buritirana;MA
23181;17177091053;M;22;Buritirana;MA
30100;21577293953;F;16;Buritirana;MA
31855;22810629246;M;29;Buritirana;MA
38892;29774452628;M;22;Buritirana;MA
40839;31844110502;M;75;Buritirana;MA
51344;42134892794;M;43;Buritirana;MA
70430;61611251228;M;26;Buritirana;MA
87784;78266143357;F;54;Buritirana;MA
88615;79131338825;M;31;Buritirana;MA
94879;85257448763;M;27;Buritirana;MA
102820;92997587276;M;25;Buritirana;MA
107162;97334810089;F;16;Buritirana;MA
10843;11343379017;M;15;Carolina;MA
11145;11438718007;M;52;Carolina;MA
18783;14913900512;F;74;Carolina;MA
27064;19135044060;F;60;Carolina;MA
32284;23315030614;M;30;Carolina;MA
33141;24174438843;F;50;Carolina;MA
35469;26497608846;M;79;Carolina;MA
40817;31837985140;M;19;Carolina;MA
46238;37138687896;M;32;Carolina;MA
48506;39284211990;M;48;Carolina;MA
53079;43774209031;F;43;Carolina;MA
63300;53949335472;M;40;Carolina;MA
66112;56748355707;F;58;Carolina;MA
66732;57398665535;F;54;Carolina;MA
67001;57637374451;M;18;Carolina;MA
75481;66222976699;M;60;Carolina;MA
89274;79699049052;F;57;Carolina;MA
98892;89215865580;M;65;Carolina;MA
19647;15387897460;F;38;Cidelândia;MA
22793;16908412292;M;19;Cidelândia;MA
26572;18820711020;M;16;Cidelândia;MA
27162;19182524344;M;16;Cidelândia;MA
37187;28205663452;F;72;Cidelândia;MA
37568;28529881962;M;33;Cidelândia;MA
39424;31228440380;M;76;Cidelândia;MA
40190;31576458901;F;75;Cidelândia;MA
55254;45950373593;F;31;Cidelândia;MA
62315;52995891527;M;74;Cidelândia;MA
64889;55531511621;M;61;Cidelândia;MA
85488;75904417882;F;29;Cidelândia;MA
93193;83606284616;M;51;Cidelândia;MA
107889;97974695943;M;38;Cidelândia;MA
109762;99818434665;M;77;Cidelândia;MA
13983;12542669178;F;23;Dom Pedro;MA
17618;14396598390;F;19;Dom Pedro;MA
21966;16525871938;F;49;Dom Pedro;MA
23901;17500355282;F;50;Dom Pedro;MA
25782;18452174238;F;63;Dom Pedro;MA
28017;19543537857;F;29;Dom Pedro;MA
28072;19566731991;M;63;Dom Pedro;MA
30140;21596401006;M;45;Dom Pedro;MA
36635;27600725709;F;45;Dom Pedro;MA
44921;35782563493;M;36;Dom Pedro;MA
66517;57216695622;M;17;Dom Pedro;MA
78532;69149912471;F;70;Dom Pedro;MA
87513;77923809058;F;67;Dom Pedro;MA
89206;79643480922;M;63;Dom Pedro;MA
90121;81340954237;F;46;Dom Pedro;MA
95621;85881993205;F;28;Dom Pedro;MA
95862;86200081855;M;38;Dom Pedro;MA
31732;22705824168;M;59;Fortuna;MA
34721;25719364216;M;52;Fortuna;MA
36311;27322176351;M;70;Fortuna;MA
40520;31715943638;F;34;Fortuna;MA
54549;45308874918;M;62;Fortuna;MA
55568;46328842190;F;52;Fortuna;MA
60053;51465669484;F;78;Fortuna;MA
64965;55596232113;F;72;Fortuna;MA
67929;58590421148;F;36;Fortuna;MA
68923;59592616591;F;75;Fortuna;MA
69723;61289173170;M;50;Fortuna;MA
75060;65727320266;F;25;Fortuna;MA
94837;85223735702;F;35;Fortuna;MA
103093;93328704426;M;26;Fortuna;MA
107776;97879287962;F;22;Fortuna;MA
24841;17937371923;F;72;Governador Nunes Freire;MA
33603;24602383408;F;35;Governador Nunes Freire;MA
36067;26996442358;F;79;Governador Nunes Freire;MA
43923;34818952660;M;26;Governador Nunes Freire;MA
45464;36363420057;M;47;Governador Nunes Freire;MA
55128;45844269038;M;61;Governador Nunes Freire;MA
59776;51334253859;M;77;Governador Nunes Freire;MA
61716;52490408884;F;28;Governador Nunes Freire;MA
69019;59674157993;F;51;Governador Nunes Freire;MA
69267;59905195043;F;42;Governador Nunes Freire;MA
70753;61744379523;F;55;Governador Nunes Freire;MA
72007;62759304086;F;60;Governador Nunes Freire;MA
75458;66202213880;M;55;Governador Nunes Freire;MA
85450;75874045031;M;44;Governador Nunes Freire;MA
107181;97352299458;F;26;Governador Nunes Freire;MA
108636;98727557438;M;24;Governador Nunes Freire;MA
14160;12620291099;F;40;Imperatriz;MA
27070;19140224221;F;41;Imperatriz;MA
32768;23721207199;M;55;Imperatriz;MA
34251;25319937503;M;77;Imperatriz;MA
36147;27165362820;F;59;Imperatriz;MA
39385;31212025394;F;75;Imperatriz;MA
43298;34267177345;M;64;Imperatriz;MA
43348;34315125536;M;54;Imperatriz;MA
53786;44529984852;M;16;Imperatriz;MA
58815;49567259422;F;40;Imperatriz;MA
58820;49570621214;M;19;Imperatriz;MA
60712;51738951788;M;24;Imperatriz;MA
68765;59437581469;F;47;Imperatriz;MA
78928;69461069259;M;46;Imperatriz;MA
82703;73228110052;M;54;Imperatriz;MA
98570;88815610720;M;35;Imperatriz;MA
104935;95168606629;F;68;Imperatriz;MA
11170;11447361530;M;51;Junco do Maranhão;MA
15256;13222665774;F;32;Junco do Maranhão;MA
17692;14428099986;F;32;Junco do Maranhão;MA
30120;21586830055;M;77;Junco do Maranhão;MA
33797;24775090414;F;20;Junco do Maranhão;MA
37306;28309504557;F;71;Junco do Maranhão;MA
37898;28804277278;F;77;Junco do Maranhão;MA
39550;31293012538;M;76;Junco do Maranhão;MA
54306;44990316712;M;49;Junco do Maranhão;MA
56514;47259969041;M;45;Junco do Maranhão;MA
57160;47866134190;F;31;Junco do Maranhão;MA
57428;48217834331;F;16;Junco do Maranhão;MA
70122;61481128543;F;43;Junco do Maranhão;MA
82348;72794788394;M;77;Junco do Maranhão;MA
89477;79898800498;F;69;Junco do Maranhão;MA
94755;85154928035;F;41;Junco do Maranhão;MA
11711;11621252373;F;25;Lima Campos;MA
17670;14421121515;F;26;Lima Campos;MA
24214;17651311980;M;65;Lima Campos;MA
27599;19375080502;M;75;Lima Campos;MA
30480;21758581761;F;58;Lima Campos;MA
31195;22258453092;M;28;Lima Campos;MA
36384;27375477714;F;49;Lima Campos;MA
39017;29876056386;F;71;Lima Campos;MA
39290;31174503545;M;20;Lima Campos;MA
39365;31201287767;F;23;Lima Campos;MA
43588;34517969827;F;58;Lima Campos;MA
43796;34709375935;M;35;Lima Campos;MA
46665;37498784398;M;60;Lima Campos;MA
49506;41191950133;M;73;Lima Campos;MA
62744;53497734843;M;55;Lima Campos;MA
64406;54998691109;F;50;Lima Campos;MA
66208;56835532817;F;68;Lima Campos;MA
68241;58871602975;M;29;Lima Campos;MA
81967;72461405930;M;79;Lima Campos;MA
82430;72859059349;F;35;Lima Campos;MA
103262;93457200259;F;35;Lima Campos;MA
109901;99923958944;F;78;Lima Campos;MA
14803;12902067335;F;27;Matinha;MA
21380;16274913678;M;76;Matinha;MA
26973;18985352686;F;51;Matinha;MA
34020;24991837835;M;77;Matinha;MA
38952;29814158817;F;52;Matinha;MA
49435;41162892311;M;57;Matinha;MA
52841;43563674150;M;64;Matinha;MA
73645;64390565602;F;51;Matinha;MA
76484;67157298801;F;65;Matinha;MA
82753;73278335552;F;43;Matinha;MA
86513;76912164881;F;46;Matinha;MA
89283;79709905563;F;57;Matinha;MA
94765;85165463645;M;16;Matinha;MA
101682;91966225836;F;75;Matinha;MA
105339;95544267986;F;73;Matinha;MA
109360;99448675790;M;73;Matinha;MA
17665;14418450925;M;42;Montes Altos;MA
18191;14658433126;M;21;Montes Altos;MA
21052;16120544317;F;69;Montes Altos;MA
28426;19721320319;F;43;Montes Altos;MA
31156;22220491603;F;27;Montes Altos;MA
31922;22884123166;M;59;Montes Altos;MA
34454;25496019725;M;72;Montes Altos;MA
38235;29210824610;M;22;Montes Altos;MA
40026;31496337480;F;35;Montes Altos;MA
60641;51711305100;M;71;Montes Altos;MA
66139;56772014880;F;47;Montes Altos;MA
69963;61396415006;F;51;Montes Altos;MA
72174;62909245265;M;52;Montes Altos;MA
73647;64392786648;M;33;Montes Altos;MA
76385;66966700106;M;64;Montes Altos;MA
78174;68720145377;M;58;Montes Altos;MA
78616;69207330307;M;27;Montes Altos;MA
82751;73277434477;M;49;Montes Altos;MA
83871;74377074937;M;23;Montes Altos;MA
95505;85781508179;M;30;Montes Altos;MA
102229;92526617236;M;23;Montes Altos;MA
103673;93811750382;M;41;Montes Altos;MA
29980;21524120340;F;53;Paço do Lumiar;MA
31080;22155027688;F;23;Paço do Lumiar;MA
34758;25745278877;M;75;Paço do Lumiar;MA
40876;31858733129;F;31;Paço do Lumiar;MA
52630;43366589739;M;76;Paço do Lumiar;MA
64559;55255252017;M;30;Paço do Lumiar;MA
64849;55500934752;F;35;Paço do Lumiar;MA
76368;66957984402;M;36;Paço do Lumiar;MA
77736;68343325421;M;26;Paço do Lumiar;MA
82568;72998586494;F;56;Paço do Lumiar;MA
83964;74450380067;M;43;Paço do Lumiar;MA
92218;82666256503;M;49;Paço do Lumiar;MA
93885;84303653639;M;19;Paço do Lumiar;MA
106162;96330530982;F;58;Paço do Lumiar;MA
12995;11998453544;M;70;Pedreiras;MA
14778;12889398209;M;19;Pedreiras;MA
15181;13184559900;F;21;Pedreiras;MA
25962;18534244568;F;58;Pedreiras;MA
32837;23782951900;M;24;Pedreiras;MA
36401;27388346697;F;52;Pedreiras;MA
43565;34496156865;M;79;Pedreiras;MA
45692;36563650746;F;57;Pedreiras;MA
57753;48490990495;F;70;Pedreiras;MA
59468;51190438212;F;52;Pedreiras;MA
64157;54783323191;F;27;Pedreiras;MA
64485;55182255092;M;46;Pedreiras;MA
67229;57845515493;M;23;Pedreiras;MA
67975;58626579963;M;75;Pedreiras;MA
79943;71275023389;F;16;Pedreiras;MA
81888;72388420149;F;18;Pedreiras;MA
82468;72897800131;F;60;Pedreiras;MA
99500;89784683526;F;73;Pedreiras;MA
20054;15557987009;F;69;Pirapemas;MA
20519;15772603343;M;39;Pirapemas;MA
27559;19358622005;F;75;Pirapemas;MA
37464;28442654278;M;56;Pirapemas;MA
44412;35345097394;M;25;Pirapemas;MA
47940;38686744100;F;80;Pirapemas;MA
69006;59665707320;M;60;Pirapemas;MA
70570;61671068917;F;56;Pirapemas;MA
77198;67790082738;M;55;Pirapemas;MA
78954;69481701247;M;15;Pirapemas;MA
82912;73408693155;F;49;Pirapemas;MA
87410;77829682994;F;69;Pirapemas;MA
100381;91402021199;M;20;Pirapemas;MA
102756;92940466379;M;68;Pirapemas;MA
108878;98948524384;M;52;Pirapemas;MA
17613;14394620423;M;54;Presidente Vargas;MA
22691;16868843254;M;30;Presidente Vargas;MA
25376;18284487557;F;57;Presidente Vargas;MA
26356;18725376648;F;75;Presidente Vargas;MA
27193;19197295583;M;44;Presidente Vargas;MA
27614;19381001793;M;18;Presidente Vargas;MA
32655;23621937980;M;75;Presidente Vargas;MA
43825;34737993047;F;38;Presidente Vargas;MA
48753;39507605521;F;44;Presidente Vargas;MA
51646;42391097157;F;65;Presidente Vargas;MA
53002;43711807829;M;23;Presidente Vargas;MA
53264;43933470926;F;71;Presidente Vargas;MA
58256;48960015018;F;18;Presidente Vargas;MA
62972;53692493169;F;56;Presidente Vargas;MA
72041;62788387016;M;40;Presidente Vargas;MA
78103;68658860460;M;25;Presidente Vargas;MA
94644;84951142862;F;48;Presidente Vargas;MA
97986;88277513904;F;18;Presidente Vargas;MA
109167;99273083817;M;78;Presidente Vargas;MA
109683;99749229643;M;27;Presidente Vargas;MA
16221;13650153680;F;65;Santa Helena;MA
22178;16626214433;M;25;Santa Helena;MA
22716;16876466947;F;57;Santa Helena;MA
28866;19922627373;M;32;Santa Helena;MA
31825;22789464113;F;33;Santa Helena;MA
34086;25162950215;M;25;Santa Helena;MA
36329;27335182753;M;27;Santa Helena;MA
63166;53852629846;M;62;Santa Helena;MA
64986;55617009975;M;75;Santa Helena;MA
68461;59178410444;M;21;Santa Helena;MA
73517;64272380316;M;40;Santa Helena;MA
77292;67873923179;F;68;Santa Helena;MA
78362;68897589889;F;80;Santa Helena;MA
78431;68960322971;M;63;Santa Helena;MA
80804;71664045154;F;31;Santa Helena;MA
81351;71891540113;F;49;Santa Helena;MA
87198;77656162985;M;54;Santa Helena;MA
98138;88413407662;M;51;Santa Helena;MA
98787;89124398436;F;48;Santa Helena;MA
99082;89395481898;M;80;Santa Helena;MA
101842;92181045367;F;69;Santa Helena;MA
107798;97895741932;F;17;Santa Helena;MA
108086;98243531398;M;75;Santa Helena;MA
18000;14582815164;M;63;Santo Antônio dos Lopes;MA
19754;15435949174;F;62;Santo Antônio dos Lopes;MA
22207;16635871692;M;43;Santo Antônio dos Lopes;MA
27337;19255121885;M;50;Santo Antônio dos Lopes;MA
30601;21807913646;M;68;Santo Antônio dos Lopes;MA
31457;22474741210;M;25;Santo Antônio dos Lopes;MA
33276;24302323415;F;75;Santo Antônio dos Lopes;MA
38754;29659291238;M;30;Santo Antônio dos Lopes;MA
44665;35558630639;M;25;Santo Antônio dos Lopes;MA
59600;51247006463;M;36;Santo Antônio dos Lopes;MA
61989;52741339309;M;65;Santo Antônio dos Lopes;MA
66724;57388506054;F;47;Santo Antônio dos Lopes;MA
69384;61121156390;F;28;Santo Antônio dos Lopes;MA
72019;62765650957;M;61;Santo Antônio dos Lopes;MA
83459;73905273214;M;72;Santo Antônio dos Lopes;MA
84786;75281989370;F;51;Santo Antônio dos Lopes;MA
88272;78709474105;M;25;Santo Antônio dos Lopes;MA
91544;81960029915;M;19;Santo Antônio dos Lopes;MA
92559;82977885299;F;79;Santo Antônio dos Lopes;MA
93527;83880127886;F;25;Santo Antônio dos Lopes;MA
103292;93484845107;F;68;Santo Antônio dos Lopes;MA
10085;11133308048;F;70;São Francisco do Maranhão;MA
10802;11330678103;F;34;São Francisco do Maranhão;MA
13983;12542669178;M;55;São Francisco do Maranhão;MA
15400;13294586831;F;74;São Francisco do Maranhão;MA
15726;13428628685;M;74;São Francisco do Maranhão;MA
20959;15976095199;M;18;São Francisco do Maranhão;MA
22004;16541373836;M;36;São Francisco do Maranhão;MA
27668;19402106920;F;43;São Francisco do Maranhão;MA
30097;21574810328;M;31;São Francisco do Maranhão;MA
30967;21977265826;F;61;São Francisco do Maranhão;MA
32607;23580920915;F;79;São Francisco do Maranhão;MA
34746;25739914749;F;77;São Francisco do Maranhão;MA
43477;34418281208;M;79;São Francisco do Maranhão;MA
43850;34755285250;M;69;São Francisco do Maranhão;MA
46748;37569419963;M;60;São Francisco do Maranhão;MA
59317;51127949263;M;40;São Francisco do Maranhão;MA
64735;55400805739;M;18;São Francisco do Maranhão;MA
70820;61773742307;F;52;São Francisco do Maranhão;MA
76268;66866322693;M;48;São Francisco do Maranhão;MA
79133;69653883811;F;68;São Francisco do Maranhão;MA
86989;77469310019;F;74;São Francisco do Maranhão;MA
96974;87301970018;F;56;São Francisco do Maranhão;MA
100130;91290322923;M;30;São Francisco do Maranhão;MA
104298;94464084655;F;69;São Francisco do Maranhão;MA
105017;95239994019;M;78;São Francisco do Maranhão;MA
17530;14354542134;M;33;São Luís;MA
20808;15910365582;M;23;São Luís;MA
33136;24168398789;M;44;São Luís;MA
34206;25286456268;M;65;São Luís;MA
37839;28752316890;M;23;São Luís;MA
44965;35831296011;M;70;São Luís;MA
49196;39915344365;F;50;São Luís;MA
49362;41129760780;M;58;São Luís;MA
57618;48368119464;M;18;São Luís;MA
57925;48656077749;M;77;São Luís;MA
66446;57155340675;F;15;São Luís;MA
68190;58831095492;F;45;São Luís;MA
68652;59342998890;M;38;São Luís;MA
69306;59940708418;M;23;São Luís;MA
70529;61655777176;M;57;São Luís;MA
72589;63349092703;M;52;São Luís;MA
82294;72743503132;M;42;São Luís;MA
88576;78978490209;M;62;São Luís;MA
91624;82111144391;M;24;São Luís;MA
94172;84553818795;F;69;São Luís;MA
95206;85536516289;F;66;São Luís;MA
96039;86355524497;M;26;São Luís;MA
97922;88215112092;F;47;São Luís;MA
103605;93747500003;M;73;São Luís;MA
20408;15710833364;M;61;São Vicente Ferrer;MA
22388;16724541070;F;62;São Vicente Ferrer;MA
30420;21733385236;F;68;São Vicente Ferrer;MA
39406;31223621753;M;67;São Vicente Ferrer;MA
47074;37828687087;F;28;São Vicente Ferrer;MA
51290;41987643796;F;72;São Vicente Ferrer;MA
55224;45931002354;M;77;São Vicente Ferrer;MA
57192;47890731776;F;31;São Vicente Ferrer;MA
58964;49709485159;F;56;São Vicente Ferrer;MA
62642;53392599884;M;74;São Vicente Ferrer;MA
64632;55317296091;M;17;São Vicente Ferrer;MA
64742;55403154994;F;24;São Vicente Ferrer;MA
67008;57642645726;M;37;São Vicente Ferrer;MA
74348;64993584287;F;64;São Vicente Ferrer;MA
79118;69640984658;F;40;São Vicente Ferrer;MA
80564;71549525689;F;69;São Vicente Ferrer;MA
82889;73392822416;F;36;São Vicente Ferrer;MA
88177;78616942893;M;20;São Vicente Ferrer;MA
90545;81526425807;F;79;São Vicente Ferrer;MA
105489;95665428258;F;26;São Vicente Ferrer;MA
11020;11395862062;F;54;Tasso Fragoso;MA
35567;26570983222;M;37;Tasso Fragoso;MA
44726;35609978556;M;36;Tasso Fragoso;MA
56570;47305858786;F;37;Tasso Fragoso;MA
57290;47986122046;F;40;Tasso Fragoso;MA
58544;49331463041;M;68;Tasso Fragoso;MA
63047;53753128021;F;80;Tasso Fragoso;MA
67208;57821305732;M;64;Tasso Fragoso;MA
67545;58269686618;F;26;Tasso Fragoso;MA
